Age,Gender,WorkingClass,Education,MaritalStatus,Occupation,Relationship,Race,NativeCountry,Income
51,Female,Private,HS-grad,Never-married,Exec-managerial,Other-relative,White,United-States,<=50K
29,Male,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
38,Female,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
64,Female,Private,Some-college,Widowed,Exec-managerial,Not-in-family,White,United-States,<=50K
26,Male,State-gov,Some-college,Never-married,Protective-serv,Own-child,White,United-States,<=50K
68,Male,Private,5th-6th,Married-spouse-absent,Sales,Not-in-family,White,United-States,<=50K
32,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
29,Female,Private,Some-college,Never-married,Sales,Own-child,White,United-States,<=50K
51,Female,?,1st-4th,Separated,?,Unmarried,White,Mexico,<=50K
21,Male,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,United-States,<=50K
26,Female,?,10th,Separated,?,Other-relative,White,Puerto-Rico,<=50K
33,Male,Local-gov,Bachelors,Married-spouse-absent,Prof-specialty,Other-relative,Black,?,<=50K
26,Male,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,United-States,<=50K
52,Male,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
31,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
29,Male,Local-gov,HS-grad,Never-married,Protective-serv,Unmarried,White,United-States,<=50K
19,Female,Private,Some-college,Never-married,Other-service,Own-child,White,United-States,<=50K
51,Female,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,United-States,<=50K
45,Female,Private,9th,Separated,Other-service,Unmarried,Other,Trinadad&Tobago,<=50K
20,Male,Private,HS-grad,Married-civ-spouse,Sales,Own-child,Black,United-States,<=50K
40,Male,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,United-States,<=50K
43,Male,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
52,Male,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
46,Female,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,United-States,<=50K
24,Male,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
20,Male,Private,9th,Never-married,Transport-moving,Not-in-family,White,United-States,<=50K
38,Male,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,<=50K
44,Female,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Mexico,<=50K
24,Female,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,United-States,<=50K
32,Male,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
49,Male,Private,7th-8th,Never-married,Other-service,Other-relative,White,United-States,<=50K
36,Female,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
31,Male,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,United-States,<=50K
46,Male,?,5th-6th,Married-civ-spouse,?,Husband,White,Mexico,<=50K
46,Female,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,United-States,<=50K
46,Male,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,United-States,>50K
29,Female,Private,HS-grad,Married-spouse-absent,Other-service,Not-in-family,Other,Columbia,<=50K
37,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
44,Male,?,7th-8th,Married-civ-spouse,?,Husband,White,United-States,<=50K
28,Female,?,Some-college,Never-married,?,Own-child,Black,United-States,<=50K
28,Male,Self-emp-not-inc,Bachelors,Never-married,Protective-serv,Own-child,White,United-States,<=50K
48,Female,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,United-States,<=50K
52,Female,Private,11th,Divorced,Machine-op-inspct,Not-in-family,Black,United-States,<=50K
19,Male,Private,HS-grad,Never-married,Farming-fishing,Other-relative,White,United-States,<=50K
31,Male,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
47,Male,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
37,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
22,Male,?,Some-college,Never-married,?,Own-child,White,United-States,<=50K
46,Male,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
51,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,United-States,>50K
50,Male,Private,Masters,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
38,Male,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Portugal,<=50K
40,Male,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,United-States,<=50K
58,Male,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,Other,Mexico,<=50K
36,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
26,Female,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,Black,United-States,<=50K
17,Female,?,12th,Never-married,?,Own-child,White,United-States,<=50K
49,Male,Private,10th,Divorced,Other-service,Not-in-family,White,United-States,<=50K
39,Female,State-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,United-States,>50K
46,Male,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,United-States,>50K
26,Female,Private,HS-grad,Separated,Sales,Unmarried,Black,United-States,<=50K
40,Female,Federal-gov,Masters,Never-married,Tech-support,Not-in-family,White,United-States,<=50K
53,Male,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
60,Male,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,<=50K
28,Male,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,United-States,<=50K
22,Female,?,Some-college,Never-married,?,Not-in-family,Asian-Pac-Islander,Thailand,<=50K
31,Male,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,United-States,<=50K
45,Male,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,United-States,>50K
34,Male,Private,HS-grad,Divorced,Prof-specialty,Unmarried,White,Mexico,<=50K
27,Male,State-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Scotland,<=50K
40,Female,Private,Some-college,Divorced,Transport-moving,Not-in-family,Black,United-States,<=50K
68,Female,Private,HS-grad,Widowed,Machine-op-inspct,Not-in-family,White,United-States,<=50K
51,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
55,Male,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,United-States,<=50K
43,Male,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
23,Female,State-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,United-States,<=50K
48,Male,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,United-States,<=50K
42,Male,Self-emp-inc,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,United-States,<=50K
51,Male,Self-emp-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,White,United-States,>50K
32,Male,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
34,Male,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,>50K
31,Male,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
71,Male,?,7th-8th,Divorced,?,Unmarried,White,United-States,<=50K
17,Male,Private,10th,Never-married,Other-service,Own-child,White,United-States,<=50K
37,Female,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,United-States,>50K
26,Female,Private,12th,Married-civ-spouse,Priv-house-serv,Wife,Other,Dominican-Republic,<=50K
17,Female,Private,11th,Never-married,Sales,Own-child,White,United-States,<=50K
34,Male,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,United-States,>50K
46,Male,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
33,Male,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,?,<=50K
41,Male,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
59,Male,Private,10th,Married-spouse-absent,Protective-serv,Not-in-family,Asian-Pac-Islander,India,<=50K
50,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
46,Male,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,United-States,<=50K
45,Male,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,United-States,<=50K
27,Female,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,United-States,<=50K
31,Male,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,<=50K
32,Female,Private,HS-grad,Divorced,Tech-support,Unmarried,White,United-States,<=50K
28,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
32,Male,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
36,Male,Private,Assoc-acdm,Never-married,Exec-managerial,Unmarried,White,United-States,<=50K
39,Male,Self-emp-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
23,Male,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,United-States,<=50K
44,Male,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,>50K
37,Male,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
36,Female,Private,7th-8th,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Puerto-Rico,<=50K
45,Female,Private,11th,Married-spouse-absent,Machine-op-inspct,Unmarried,Asian-Pac-Islander,South,<=50K
43,Male,Federal-gov,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,United-States,>50K
49,Female,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,United-States,>50K
37,Male,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,>50K
26,Male,Private,HS-grad,Never-married,Transport-moving,Own-child,Black,United-States,<=50K
34,Male,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
51,Male,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
24,Female,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,United-States,<=50K
67,Male,Self-emp-not-inc,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
40,Male,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,>50K
32,Female,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,United-States,>50K
21,Female,Private,Some-college,Never-married,Other-service,Own-child,White,United-States,<=50K
39,Female,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Wife,White,United-States,>50K
33,Male,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
48,Male,Private,HS-grad,Divorced,Sales,Not-in-family,White,United-States,<=50K
21,Female,Private,Some-college,Never-married,Prof-specialty,Own-child,White,United-States,<=50K
68,Female,Self-emp-inc,Assoc-voc,Widowed,Sales,Not-in-family,White,United-States,>50K
24,Male,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,United-States,<=50K
24,Male,Private,11th,Never-married,Farming-fishing,Unmarried,White,United-States,<=50K
23,Female,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,United-States,<=50K
40,Male,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,United-States,<=50K
48,Female,Private,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,United-States,>50K
42,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
45,Female,Federal-gov,Bachelors,Never-married,Protective-serv,Not-in-family,Black,United-States,<=50K
31,Male,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,>50K
53,Male,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,United-States,<=50K
25,Female,Private,Bachelors,Never-married,Prof-specialty,Own-child,Black,United-States,<=50K
32,Male,Private,Some-college,Married-civ-spouse,Other-service,Husband,Black,United-States,<=50K
34,Male,Private,11th,Married-civ-spouse,Sales,Husband,White,?,<=50K
41,Male,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
57,Female,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,United-States,<=50K
25,Male,Private,10th,Never-married,Farming-fishing,Unmarried,Amer-Indian-Eskimo,United-States,<=50K
40,Male,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
17,Female,Private,11th,Never-married,Sales,Own-child,White,United-States,<=50K
17,Male,Private,9th,Never-married,Craft-repair,Own-child,White,United-States,<=50K
82,Male,Self-emp-inc,Some-college,Widowed,Sales,Not-in-family,White,United-States,<=50K
40,Female,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,United-States,<=50K
26,Male,Private,Some-college,Never-married,Sales,Not-in-family,Black,United-States,<=50K
37,Male,Private,Some-college,Divorced,Transport-moving,Not-in-family,White,United-States,<=50K
25,Male,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
65,Male,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,United-States,>50K
39,Male,Private,Bachelors,Divorced,Sales,Not-in-family,Asian-Pac-Islander,China,<=50K
36,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
37,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
23,Male,Private,HS-grad,Never-married,Sales,Own-child,White,United-States,<=50K
34,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
63,Male,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,<=50K
59,Female,Private,HS-grad,Widowed,Other-service,Not-in-family,White,United-States,<=50K
49,Male,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
62,Female,?,9th,Never-married,?,Unmarried,White,Dominican-Republic,<=50K
17,Female,Private,11th,Never-married,Sales,Own-child,White,United-States,<=50K
28,Male,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Mexico,<=50K
45,Male,Federal-gov,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,United-States,<=50K
40,Male,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,<=50K
45,Male,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
20,Male,Private,9th,Never-married,Machine-op-inspct,Own-child,White,United-States,<=50K
19,Female,?,10th,Never-married,?,Not-in-family,White,United-States,<=50K
59,Female,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,United-States,>50K
41,Male,Private,HS-grad,Divorced,Transport-moving,Unmarried,White,United-States,<=50K
49,Male,Local-gov,Some-college,Divorced,Exec-managerial,Unmarried,White,United-States,>50K
37,Male,Private,Assoc-voc,Divorced,Sales,Not-in-family,White,United-States,>50K
31,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
21,Male,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,United-States,<=50K
27,Female,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,United-States,<=50K
20,Male,?,HS-grad,Never-married,?,Other-relative,White,El-Salvador,<=50K
51,Female,Private,HS-grad,Divorced,Other-service,Not-in-family,White,United-States,<=50K
46,Male,Private,1st-4th,Married-civ-spouse,Handlers-cleaners,Husband,White,Mexico,<=50K
48,Male,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
39,Female,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,United-States,<=50K
50,Male,Private,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Husband,Black,United-States,>50K
41,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
21,Female,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
54,Male,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,United-States,>50K
40,Female,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,United-States,>50K
44,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
50,Male,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,>50K
42,Female,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,United-States,<=50K
34,Male,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,United-States,<=50K
46,Male,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,United-States,<=50K
35,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
38,Male,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
